recipe_name,prep_time,cook_time,total_time,ingredients_list,direction_list,calories,grams_of_fat,grams_of_carbs,grams_of_protein
Gluten Free Tuna Casserole,20 mins,30 mins,50 mins,"Barilla® Gluten Free Rotini,olive oil, divided,diced yellow onion,frozen peas, thawed,baby spinach,heavy cream,Salt and black pepper to taste,shredded Cheddar cheese, divided,tuna packed in oil, drained,Italian style gluten free bread crumbs"," Preheat the oven to 400 degrees F (200 degrees C).
, Add 2 tablespoons olive oil to a pan and sauté onions over high heat until slightly translucent, about 4 minutes. Adjust heat to medium. Add peas and spinach and cook until spinach is wilted.
, Add cream to onion mixture. Season with salt and pepper and bring to a simmer. Gently fold in 2/3 of the cheese. Remove from heat.
, Cook pasta according to package directions. Drain pasta and toss with cream sauce and tuna.
, Place pasta mixture in a 9x13-inch baking dish and top with remaining cheese, gluten-free bread crumbs, remaining olive oil, salt, and pepper.
, Bake in the preheated oven until bread crumbs turn crispy and golden, about 10 minutes.
",1128,65g ,95g ,42g 
One Pot Tuna Casserole,10 mins,20 mins,30 mins,"egg noodles,frozen green peas, thawed,butter,condensed cream of mushroom soup,tuna, drained,milk,shredded Cheddar cheese"," Bring a large pot of lightly salted water to a boil. Cook pasta in boiling water until al dente, adding peas for the final 3 minutes of cooking; drain.
, Melt the butter in the same pot over medium heat. Add the mushroom soup, tuna, milk, and Cheddar cheese. Stir until cheese is melted, and the mixture is smooth. Stir in the pasta and peas until evenly coated.
",395,17g ,43g ,17g 
Easy Cheesy Tuna Noodle Casserole,10 mins,40 mins,50 mins,"egg noodles,olive oil,salt,processed cheese food (such as Velveeta®), cut into cubes,chunk light tuna in water, drained,peas, drained (Optional),condensed cream of celery soup,condensed cream of mushroom soup,ground black pepper,grated Parmesan cheese"," Bring a large pot of lightly salted water to a boil. Cook egg noodles in the boiling water, stirring occasionally until cooked through but firm to the bite, about 5 minutes. Drain noodles and return to the pot. Pour olive oil and salt over the drained noodles; stir.
, Preheat oven to 350 degrees F (175 degrees C).
, Put processed cheese food cubes into a large, microwave-safe bowl. Heat in microwave, stirring every 30 seconds, until melted and smooth, 3 to 5 minutes; pour over noodles and add tuna, peas, celery soup, mushroom soup, and black pepper. Stir to coat noodles completely; pour into a large casserole dish. Sprinkle Parmesan cheese over the top of the noodle mixture to cover completely.
, Bake in preheated oven until Parmesan cheese just begins to brown, 20 to 30 minutes.
",754,29g ,80g ,43g 
Tuna Noodle Casserole II,10 mins,50 mins, 1 hr,"uncooked pasta shells,tuna, drained,condensed cream of mushroom soup,condensed cream of celery soup,milk,salt,ground black pepper,crushed garlic,processed American cheese,crushed potato chips"," Boil pasta in lightly salted water for 10 minutes, or until al dente; drain well. Return the pasta to the pot it was cooked in.
, Preheat oven to 350 degrees F (175 degrees C). Spray a 2 1/2 quart casserole dish with cooking spray.
, Mix tuna with cream of mushroom soup, cream of celery soup, milk, salt, black pepper, and garlic in a medium saucepan. Place pan over medium low heat, and heat through. Alternatively, place these ingredients in a microwave safe dish, and warm in the microwave.
, Mix tuna mixture with pasta. Spread 1/2 of the noodles into the prepared dish. Arrange the cheese slices over the noodles, then spread the remaining noodle mixture over the cheese. Top with crushed potato chips.
, Bake, uncovered, for 20 to 30 minutes; cook until the casserole is hot, and the chips begin to brown. Let cool for 10 minutes before serving.
",467,16g ,58g ,23g 
Chef John's Tuna Noodle Casserole,15 mins,55 mins,10 mins,"unsalted butter,finely diced yellow onion,kosher salt, divided,all-purpose flour,cold milk,shredded white Cheddar cheese,dry egg noodles,tuna packed in olive oil, drained and crumbled, or to taste,frozen peas, thawed and drained,cayenne pepper,freshly ground black pepper,Worcestershire sauce,plain bread crumbs,grated Parmigiano-Reggiano cheese ,olive oil"," Preheat the oven to 375 degrees F (190 degrees C). Lightly butter a 9x13-inch casserole dish.
, Melt 3 tablespoons butter in a medium saucepan over medium heat. Saute onion with 1/2 teaspoon kosher salt until it starts to soften up and turn translucent, 3 to 4 minutes. Add the flour, and cook, stirring, for 3 minutes, reducing heat if needed.
, Pour in cold milk and whisk for 1 minute. Raise heat to medium-high and cook, stirring often, until the sauce thickens and comes to a simmer. Remove from heat, whisk in Cheddar cheese, and reserve until needed.
, Fill a large pot with water and remaining salt and bring to a rapid boil. Cook egg noodles for 5 minutes. Drain well and add to a large mixing bowl. Stir in the reserved sauce, followed by tuna, peas, cayenne, black pepper, and Worcestershire sauce. Mix with a spatula until evenly combined.
, Pour the mixture into the prepared dish. Mix bread crumbs, Parmigiano-Reggiano cheese, and olive oil together in a small bowl until combined and resembling wet sand. Sprinkle evenly over the casserole.
, Bake in the center of the preheated oven until browned and bubbly, about 30 minutes. Let sit for 10 minutes before cutting and serving.
",511,23g ,46g ,30g 
Easy Cheesy Tuna Casserole,10 mins,30 mins,40 mins,"medium seashell pasta,vegetable oil,condensed cream of mushroom soup,mixed vegetables, drained,tuna, drained,shredded Cheddar cheese,salt and pepper to taste"," Bring a large pot of lightly salted water to a boil. Add 1 tablespoon oil to the water to prevent sticking. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Preheat oven to 350 degrees F (175 degrees C).
, In a 2 quart saucepan over medium heat, combine the cream of mushroom soup, mixed vegetables, canned tuna, and 1 cup of the cheddar cheese. Gently fold pasta into the soup mixture and mix thoroughly. Pour pasta and soup mixture into a 11x7 inch baking dish. Sprinkle remaining cup of cheese on top.
, Bake in a preheated oven until cheese is melted and bubbly.
",1697,68g ,190g ,86g 
Kraft Mac and Cheese Tuna Casserole,20 mins,50 mins, 1 hr 10 mins,"nonstick cooking spray,macaroni and cheese dinner mix (such as Kraft®),butter,milk,condensed cream of chicken soup,sweet peas, drained,chunk light tuna, drained and flaked,shredded mild Cheddar cheese,French-fried onions"," Preheat the oven to 350 degrees F (175 degrees C). Spray a 9x13-inch baking dish with nonstick spray.
, Bring 6 cups water to a boil in a medium saucepan. Stir in macaroni from the box and cook for 7 minutes. Drain macaroni, then rinse under cold water and drain again. Set cheese sauce packet aside.
, Melt butter in the same saucepan over medium heat. Add milk and cheese sauce packet; mix well. Stir in condensed soup and cook until heated through, about 3 minutes.
, Combine drained macaroni, peas, and tuna in a bowl. Fold in the cheesy soup mixture. Pour mixture into the prepared baking dish.
, Bake in the preheated oven for 30 minutes. Sprinkle with Cheddar cheese, then sprinkle French-fried onions over top. Bake until onions are brown and cheese is melted, another 5 minutes.
",532,33g ,42g ,15g 
Tuna Noodle Casserole I,10 mins,50 mins, 1 hr,"wide egg noodles,butter,all-purpose flour,salt (Optional),milk,shredded sharp Cheddar cheese,tuna, drained,peas, drained"," Preheat oven to 350 degrees F (175 degrees C). Coat a 2 quart casserole dish with cooking spray.
, In a large pot of salted water, boil noodles until al dente. Drain well.
, In a medium saucepan, combine flour, butter, and salt. Stir until butter is melted and ingredients are combined evenly. Add milk, and whisk until the sauce thickens (usually it is at the proper consistency by the time it begins to boil). Add cheese to mixture, and whisk until cheese is melted and mixture is well blended. Stir in tuna, peas, and noodles. Spread evenly in prepared dish.
, Bake in preheated oven for 30 minutes.
",346,15g ,34g ,19g 
Best Tuna Noodle Casserole,20 mins,35 mins,55 mins,"egg noodles,kosher salt, divided,salted butter, divided,olive oil, divided,sliced fresh mushrooms,white onion, minced,all-purpose flour,milk,chicken stock,lemon juice,Dijon mustard,ground black pepper,shredded white Cheddar cheese,frozen sweet peas,tuna, drained,panko bread crumbs,ground paprika,finely chopped fresh parsley"," Preheat the oven to 375 degrees F (190 degrees C). Grease a 9x13-inch baking dish.
, Bring a large pot of water to a boil. Add egg noodles and 3 teaspoons salt to the boiling water; cook until tender yet firm to the bite, about 6 minutes. Drain noodles. Return to pot and set aside.
, Heat 2 tablespoons butter and 1 tablespoon oil in a large skillet over medium-high heat. Add mushrooms and onion and cook until mushrooms are softened and onions are translucent, about 4 minutes. Add remaining butter; stir constantly until melted. Sprinkle flour over vegetable mixture and cook, stirring constantly, for 1 minute. Stir in milk and stock and bring to a simmer, stirring often. Simmer for 5 minutes. Stir in lemon juice, Dijon mustard, 1 teaspoon salt, and pepper.
, Add sauce mixture to reserved noodles. Stir in 1 cup Cheddar cheese, peas, and tuna. Pour mixture into the prepared baking dish and sprinkle remaining Cheddar cheese over the top.
, Stir together bread crumbs, remaining 2 teaspoons oil, remaining 1/4 teaspoon salt, and paprika in a small bowl. Sprinkle bread crumb mixture evenly over the casserole.
, Bake in the preheated oven until golden and bubbly, 25 to 30 minutes. Sprinkle with parsley and serve.
",481,20g ,51g ,28g 
Classic Tuna Noodle Casserole,10 mins,25 mins,35 mins,"hot cooked medium egg noodles,tuna, drained and flaked,Campbell's Condensed Cream of Celery Soup or Campbell's Condensed 98% Fat-Free Cream of Celery Soup,cooked peas,milk,chopped pimentos (Optional),dry bread crumbs,butter, melted"," Preheat the oven to 400 degrees F (205 degrees C).
, Mix together noodles, tuna, condensed soup, peas, milk, and pimentos in a 1 1/2-quart baking dish until well combined.
, Bake in the preheated oven for 20 minutes.
, Meanwhile, mix together bread crumbs and melted butter in a small bowl until combined.
, Sprinkle bread crumb mixture over the top of casserole. Continue baking until topping is golden brown, about 5 more minutes.
",362,9g ,36g ,33g 
Tuna Noodle Casserole from Scratch,30 mins,50 mins, 1 hr 20 mins,"butter, divided,uncooked medium egg noodles,onion, finely chopped,celery, finely chopped,garlic, minced,button mushrooms, sliced,all-purpose flour,milk,salt and pepper to taste,tuna, drained and flaked,frozen peas, thawed,bread crumbs,shredded Cheddar cheese"," Preheat the oven to 375 degrees F (190 degrees C). Butter a medium baking dish with 1 tablespoon butter.
, Fill a large pot with lightly salted water and bring to a rapid boil. Cook egg noodles at a boil until tender yet firm to the bite, 7 to 9 minutes. Drain and set aside.
, Melt 1 tablespoon butter in a skillet over medium-low heat. Stir in onion, celery, and garlic; cook and stir until tender, about 5 minutes. Increase heat to medium-high and mix in mushrooms. Continue to cook and stir until most of the liquid has evaporated, about 5 more minutes. Remove from heat and set aside.
, Melt 4 tablespoons butter in a medium saucepan; whisk in flour until smooth. Gradually whisk in milk and cook until sauce is smooth and slightly thickened, about 5 minutes. Season with salt and pepper. Stir in tuna, peas, mushroom mixture, and cooked noodles. Transfer to the prepared baking dish.
, Place remaining 2 tablespoons butter in a microwave-safe bowl; cook in the microwave until melted, about 10 seconds. Mix in bread crumbs until combined and sprinkle over casserole. Top with Cheddar cheese.
, Bake in the preheated oven until bubbly and lightly browned, about 25 minutes.
",546,31g ,40g ,27g 
Easy Macaroni Tuna Casserole,10 mins,35 mins,45 mins,"macaroni and cheese,butter,milk,cream of mushroom soup,tuna, drained and flaked,milk,shredded Cheddar cheese,minced fresh parsley, or to taste (Optional),bread crumbs,butter, melted,dried dill weed, or to taste (Optional)"," Preheat the oven to 350 degrees F (175 degrees C). Grease a 2-quart baking dish.
, Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally until cooked through but firm to the bite, 8 minutes. Drain and return macaroni to the pot.
, Stir in 1/4 cup butter, 1/4 cup milk, and the envelope of powdered cheese from the package. Add mushroom soup, tuna, and 1/2 cup milk; stir to combine. Pour macaroni mixture into the prepared baking dish; top with Cheddar cheese and parsley.
, Mix bread crumbs, 1/4 cup melted butter, and dill in a small bowl; sprinkle over Cheddar cheese layer.
, Bake in the preheated oven until cheese is melted and the top is golden brown, about 20 minutes.
",438,27g ,31g ,18g 
Easy Tuna Casserole,15 mins,30 mins,45 mins,"cooked macaroni,tuna, drained,condensed cream of chicken soup,shredded Cheddar cheese,French fried onions"," Gather the ingredients. Preheat the oven to 350 degrees F (175 degrees C).
, Combine cooked macaroni, tuna, and condensed soup together in a 9x13-inch baking dish; sprinkle with cheese.
, Bake in the preheated oven until bubbly, about 25 minutes. Sprinkle with fried onions; bake 5 minutes more.
",462,29g ,37g ,12g 
